DATES,TIMES,FlOW,NO3N,NH4N,ORTHO,CL,SO4S,SIO2,HCO3,NA,K,CA,MG,TKN,S 
1984/07/30,08:05,0.76 ,4.30,0.050 ,,7.300 ,,,,3.850 ,1.710 ,11.690 ,4.770 ,,
1984/08/01,10:15,0.67 ,4.80,,,7.400 ,,,,3.790 ,1.820 ,11.590 ,4.690 ,,
1984/08/01,09:25,0.70 ,4.50,0.060 ,0.015 ,,12.200 ,,,3.870 ,1.560 ,12.360 ,4.860 ,,
1984/08/03,08:10,0.70 ,4.80,,,7.300 ,,,,3.800 ,1.970 ,14.610 ,5.900 ,,
1984/08/06,14:20,0.59 ,3.90,0.030 ,,7.400 ,,,,3.840 ,1.760 ,11.460 ,4.610 ,,
1984/08/08,13:05,0.54 ,3.40,,,6.900 ,8.900 ,,,3.640 ,1.740 ,11.670 ,4.770 ,,
1984/08/10,08:50,0.62 ,3.50,,,6.950 ,,,,3.700 ,2.590 ,17.740 ,7.150 ,,
1984/08/10,10:00,0.59 ,3.80,,,8.650 ,,,,4.250 ,2.740 ,18.590 ,7.500 ,,
1984/08/13,09:25,0.82 ,4.80,,,8.500 ,,,,4.240 ,2.120 ,14.220 ,5.670 ,,
1984/08/15,12:43,0.62 ,4.10,0.010 ,,7.900 ,,,,4.040 ,1.950 ,12.870 ,5.130 ,,
1984/08/22,13:32,0.45 ,2.60,,,7.000 ,,,,4.020 ,1.840 ,12.710 ,5.000 ,,
1984/08/24,13:05,0.57 ,3.80,,0.005 ,9.000 ,,,,4.820 ,2.480 ,15.140 ,5.840 ,,
1984/08/27,12:15,0.45 ,3.52,,,7.400 ,,,,4.160 ,1.830 ,12.800 ,4.990 ,,
1984/08/29,14:30,0.49 ,2.15,,,7.600 ,,,,4.190 ,2.440 ,15.620 ,5.980 ,,
1984/08/31,08:40,0.57 ,3.10,,,8.200 ,,,,4.950 ,2.490 ,15.300 ,5.920 ,,
1984/09/19,14:05,0.24 ,2.60,,,6.400 ,,,,4.230 ,1.640 ,11.910 ,4.560 ,,
1984/09/21,13:59,0.23 ,2.39,,0.005 ,,6.100 ,,,4.400 ,1.610 ,11.020 ,4.180 ,,
1984/09/24,12:15,0.23 ,1.96,,,5.800 ,,,,4.390 ,1.560 ,10.630 ,4.140 ,,
1984/09/26,09:25,0.23 ,1.78,,,5.750 ,,,,4.430 ,1.970 ,11.690 ,4.370 ,,
1984/09/28,12:18,0.27 ,2.06,,,6.650 ,,,,4.280 ,2.110 ,4.310 ,11.060 ,,
1984/10/09,09:20,0.29 ,2.14,,,6.500 ,,,,4.520 ,,,,,
1984/10/29,13:35,0.36 ,1.77,,,7.950 ,11.500 ,,,5.080 ,2.400 ,15.300 ,,,
1984/10/31,11:45,0.29 ,2.25,0.010 ,,7.850 ,11.000 ,,,5.100 ,2.140 ,11.200 ,,,
1984/11/05,10:20,1.62 ,3.64,,0.065 ,11.750 ,24.800 ,,,6.380 ,4.270 ,17.600 ,,,
1984/11/08,13:30,0.42 ,4.25,,0.005 ,8.400 ,14.400 ,,,5.100 ,1.890 ,13.800 ,4.970 ,,
1984/11/13,11:35,0.42 ,3.68,,0.005 ,8.800 ,15.700 ,,,5.500 ,1.910 ,13.500 ,,,
1984/11/15,12:30,0.36 ,4.20,,0.005 ,7.700 ,,,,4.650 ,1.620 ,12.600 ,,,
1984/11/23,11:20,0.27 ,4.10,0.020 ,0.010 ,7.150 ,12.100 ,,,5.150 ,1.560 ,13.500 ,,,
1984/11/30,12:00,15.58 ,10.80,0.020 ,0.025 ,9.200 ,25.600 ,,,3.400 ,2.440 ,17.900 ,,,
1984/12/12,14:15,2.55 ,8.40,0.020 ,0.010 ,9.500 ,19.900 ,,,4.350 ,1.810 ,14.700 ,,,
1984/12/19,09:50,2.14 ,7.70,0.010 ,0.010 ,8.200 ,18.300 ,,,3.930 ,1.530 ,13.800 ,5.800 ,,
1984/12/26,12:30,3.45 ,8.60,0.020 ,0.005 ,8.150 ,19.000 ,,,3.550 ,1.540 ,13.200 ,6.000 ,,
1984/12/26,12:30,3.45 ,8.33,,,8.550 ,,,,3.590 ,1.540 ,12.600 ,5.900 ,,
1985/01/02,11:45,2.68 ,7.20,0.020 ,0.010 ,9.400 ,18.400 ,,,3.990 ,1.510 ,11.800 ,5.500 ,,
1985/01/02,13:30,2.62 ,8.03,,,8.400 ,,,,3.960 ,1.630 ,11.900 ,5.500 ,,
1985/01/07,10:25,2.02 ,6.70,,,7.650 ,,,,3.730 ,1.320 ,11.800 ,5.300 ,,
1985/02/14,13:15,11.59 ,6.93,,0.018 ,8.050 ,20.200 ,,,3.450 ,1.850 ,12.000 ,5.350 ,,
1985/02/21,12:00,3.15 ,4.95,,0.012 ,8.200 ,16.000 ,,,3.730 ,1.470 ,9.200 ,4.520 ,,
1985/02/27,11:10,4.25 ,5.44,,0.012 ,7.600 ,16.400 ,,,3.150 ,1.480 ,10.000 ,4.700 ,,
1985/03/06,14:00,1.92 ,4.60,,0.007 ,7.250 ,13.900 ,,,3.480 ,1.210 ,9.200 ,4.240 ,,
1985/03/13,12:00,1.76 ,4.57,,0.008 ,9.750 ,15.300 ,,,4.630 ,1.450 ,10.400 ,4.640 ,,
1985/03/20,11:00,1.26 ,4.49,0.070 ,,6.950 ,13.200 ,,,3.690 ,1.130 ,9.400 ,4.180 ,,
1985/03/27,13:30,1.76 ,4.85,,0.009 ,9.500 ,17.000 ,,,4.350 ,1.440 ,10.700 ,4.490 ,,
1985/04/01,10:15,7.03 ,5.36,0.270 ,,9.750 ,20.300 ,,,4.180 ,1.710 ,12.400 ,5.090 ,,
1985/04/05,12:10,4.33 ,5.38,,0.008 ,7.500 ,16.600 ,,,3.430 ,1.330 ,10.300 ,4.460 ,,
1985/04/10,09:55,3.75 ,4.95,,,7.100 ,16.100 ,,,3.450 ,,9.900 ,,,
1985/04/12,10:10,3.30 ,4.90,,0.005 ,7.050 ,15.400 ,,,3.350 ,1.100 ,9.500 ,4.350 ,,
1985/04/16,10:12,2.68 ,4.46,0.060 ,0.011 ,6.600 ,14.400 ,,,3.200 ,,9.500 ,,,
1985/04/19,09:53,2.37 ,4.07,0.050 ,0.009 ,7.000 ,14.100 ,,,3.330 ,,9.300 ,,,
1985/04/23,09:55,1.76 ,3.60,0.070 ,0.008 ,6.550 ,12.200 ,,,3.230 ,,9.500 ,,,
1985/04/26,09:13,1.62 ,3.60,0.030 ,0.008 ,6.750 ,13.100 ,,,3.300 ,,9.200 ,,,
1985/04/30,08:40,1.43 ,3.52,0.050 ,0.002 ,6.450 ,11.800 ,,,3.250 ,,9.300 ,,,
1985/05/03,08:50,19.85 ,9.64,0.240 ,0.022 ,9.100 ,30.400 ,,,3.450 ,,21.200 ,,,
1985/05/08,09:15,4.16 ,5.68,,0.008 ,6.850 ,14.600 ,,,,,9.500 ,,,
1985/05/10,09:50,3.01 ,5.01,,0.007 ,6.850 ,14.300 ,,,3.300 ,,9.100 ,,,
1985/05/14,07:56,2.08 ,4.81,,0.005 ,6.900 ,12.300 ,,,3.150 ,,8.800 ,,,
1985/05/17,08:57,2.14 ,4.54,,0.019 ,8.850 ,14.100 ,,,3.900 ,,10.200 ,,,
1985/05/21,09:25,2.81 ,7.27,,,8.000 ,15.600 ,,,3.600 ,,11.900 ,,,
1985/05/24,08:15,2.02 ,6.40,,0.005 ,8.250 ,14.500 ,,,3.650 ,1.320 ,11.200 ,5.640 ,,
1985/05/28,10:20,1.39 ,5.84,,,7.850 ,12.500 ,,,3.830 ,1.430 ,10.600 ,5.050 ,,
1985/05/31,09:10,1.18 ,5.14,0.010 ,0.007 ,7.800 ,11.400 ,,,3.500 ,1.430 ,11.200 ,5.030 ,,
1985/06/04,09:55,2.43 ,9.49,,0.021 ,10.500 ,17.700 ,,,4.700 ,1.980 ,16.000 ,6.570 ,,
1985/06/07,09:30,3.30 ,11.29,0.070 ,0.011 ,9.350 ,20.200 ,,,4.300 ,1.820 ,14.400 ,7.400 ,,
1985/06/11,08:05,1.52 ,7.86,0.110 ,0.012 ,8.800 ,16.800 ,,,4.380 ,1.490 ,12.800 ,1.960 ,,
1985/06/14,09:55,1.10 ,6.99,0.040 ,0.009 ,8.350 ,15.300 ,,,4.150 ,1.320 ,11.800 ,5.680 ,,
1985/06/18,08:45,8.58 ,11.54,,0.003 ,8.850 ,20.700 ,,,3.750 ,2.020 ,15.400 ,7.040 ,,
1985/06/21,08:16,3.08 ,9.07,0.070 ,0.007 ,8.800 ,13.600 ,,,4.000 ,1.580 ,13.300 ,6.410 ,,
1985/06/25,09:10,1.62 ,7.28,,0.004 ,8.200 ,15.200 ,,,3.930 ,1.630 ,12.000 ,5.670 ,,
1985/06/28,09:50,1.26 ,6.91,,,8.000 ,16.600 ,,,4.430 ,1.460 ,12.750 ,5.930 ,,
1985/07/02,10:13,1.14 ,6.01,0.030 ,0.005 ,9.250 ,14.100 ,,,5.410 ,1.660 ,13.370 ,6.030 ,,
1985/07/05,10:15,0.92 ,5.73,0.010 ,0.005 ,8.050 ,15.600 ,,,4.810 ,1.530 ,12.790 ,5.710 ,,
1985/07/09,08:55,1.03 ,5.41,0.030 ,0.008 ,10.050 ,13.900 ,,,5.820 ,1.760 ,13.970 ,5.790 ,,
1985/07/12,07:50,0.67 ,5.21,0.040 ,0.002 ,8.700 ,13.100 ,,,5.170 ,1.570 ,13.510 ,5.570 ,,
1985/07/16,08:45,0.67 ,4.94,0.030 ,0.005 ,9.800 ,10.600 ,,,6.000 ,1.940 ,14.700 ,5.830 ,,
1985/07/19,09:20,0.54 ,3.60,0.090 ,0.008 ,8.300 ,9.500 ,,,4.940 ,1.530 ,9.520 ,4.930 ,,
1985/07/23,08:42,0.54 ,3.51,0.090 ,0.015 ,10.050 ,12.700 ,,,5.850 ,2.090 ,14.570 ,5.560 ,,
1985/07/25,13:40,0.42 ,3.26,0.060 ,0.019 ,8.650 ,11.200 ,,,5.080 ,1.690 ,11.990 ,4.710 ,,
1985/07/29,08:30,0.47 ,2.92,0.100 ,0.020 ,9.200 ,11.000 ,,,5.690 ,1.710 ,13.520 ,5.220 ,,
1985/08/02,09:10,2.25 ,7.96,0.070 ,0.010 ,11.050 ,19.400 ,,,5.150 ,2.120 ,15.950 ,7.010 ,,
1985/08/02,08:50,2.31 ,7.81,0.090 ,0.006 ,10.450 ,19.200 ,,,5.230 ,2.210 ,16.580 ,7.090 ,,
1985/08/06,09:15,0.89 ,6.00,0.080 ,0.007 ,9.500 ,15.400 ,,,4.990 ,1.700 ,14.310 ,6.110 ,,
1985/08/06,09:15,0.89 ,6.07,0.100 ,0.008 ,9.450 ,15.600 ,,,5.440 ,1.860 ,15.600 ,6.590 ,,
1985/08/09,09:50,0.89 ,5.13,0.110 ,0.009 ,11.000 ,15.400 ,,,5.970 ,1.910 ,14.560 ,5.870 ,,
1985/08/09,09:20,0.89 ,4.72,0.110 ,0.006 ,11.600 ,13.300 ,,,6.440 ,2.590 ,15.240 ,5.980 ,,
1985/08/13,10:00,0.62 ,4.64,0.130 ,0.009 ,8.750 ,13.000 ,,,5.410 ,1.500 ,13.160 ,5.460 ,,
1985/08/15,14:55,0.52 ,4.02,0.130 ,0.010 ,9.700 ,12.800 ,,,5.540 ,1.790 ,12.810 ,5.040 ,,
1985/08/20,08:46,0.59 ,4.19,0.120 ,0.011 ,,14.000 ,,,7.260 ,2.460 ,16.090 ,5.950 ,,
1985/08/23,08:15,0.40 ,3.66,0.110 ,0.017 ,8.750 ,11.500 ,,,5.340 ,1.540 ,14.060 ,5.570 ,,
1985/08/27,08:50,0.47 ,3.54,0.060 ,0.026 ,11.150 ,12.600 ,,,7.040 ,2.710 ,17.670 ,6.590 ,,
1985/08/30,08:00,0.38 ,3.24,0.010 ,0.015 ,9.350 ,10.900 ,,,5.180 ,1.660 ,13.400 ,5.100 ,,
1985/09/03,08:15,0.36 ,3.58,0.030 ,0.003 ,9.100 ,10.400 ,,,5.300 ,1.830 ,13.200 ,4.960 ,,
1985/09/06,08:50,0.31 ,2.61,,0.016 ,8.450 ,9.200 ,,,5.270 ,1.800 ,13.970 ,5.220 ,,
1985/09/10,09:28,4.77 ,4.46,0.130 ,0.075 ,10.550 ,24.900 ,,,5.500 ,6.720 ,18.150 ,5.400 ,,
1985/09/13,08:00,0.73 ,6.83,0.020 ,0.005 ,11.950 ,16.100 ,,,6.280 ,1.990 ,15.470 ,6.250 ,,
1985/09/17,09:05,0.49 ,5.53,0.020 ,0.006 ,9.050 ,13.700 ,,,5.120 ,1.730 ,13.610 ,5.450 ,,
1985/09/20,09:30,0.40 ,4.51,0.090 ,0.005 ,9.500 ,10.600 ,,,5.550 ,1.930 ,14.650 ,5.620 ,,
1985/09/24,10:00,0.45 ,3.78,0.090 ,0.012 ,9.100 ,7.500 ,,,5.070 ,2.480 ,13.560 ,5.160 ,,
1985/09/30,09:25,2.19 ,9.46,0.040 ,0.011 ,10.700 ,17.600 ,,,4.680 ,2.160 ,14.470 ,6.900 ,,
1985/10/04,08:20,2.08 ,8.97,0.100 ,0.005 ,10.300 ,16.900 ,,,4.590 ,2.150 ,15.360 ,6.850 ,,
1985/10/08,08:36,1.06 ,8.36,0.090 ,,10.350 ,13.000 ,,,4.770 ,1.950 ,15.590 ,7.010 ,,
1985/10/11,09:08,1.03 ,6.96,0.090 ,,10.750 ,12.700 ,,,5.150 ,2.730 ,16.470 ,6.860 ,,
1985/10/15,09:58,0.76 ,6.74,0.100 ,,10.000 ,11.100 ,,,3.800 ,1.520 ,10.520 ,4.640 ,,
1985/10/18,08:13,0.57 ,6.06,0.100 ,,9.400 ,10.000 ,,,4.960 ,1.870 ,14.220 ,6.000 ,,
1985/10/22,10:45,0.52 ,5.56,0.120 ,,9.300 ,9.800 ,,,5.150 ,1.830 ,13.920 ,5.970 ,,
1985/10/25,08:22,0.62 ,4.91,0.050 ,0.006 ,12.500 ,11.300 ,,,5.460 ,2.890 ,14.950 ,6.140 ,,
1985/10/29,11:00,0.42 ,4.83,0.040 ,0.004 ,9.300 ,9.600 ,,,5.360 ,1.950 ,14.320 ,6.120 ,,
1985/11/01,11:11,0.42 ,4.71,0.010 ,0.005 ,9.200 ,6.400 ,,,5.110 ,1.810 ,13.040 ,5.530 ,,
1985/11/05,13:25,0.76 ,4.25,0.040 ,0.007 ,11.000 ,10.000 ,,,5.110 ,2.870 ,13.210 ,5.430 ,,
1985/11/08,10:25,0.42 ,4.33,0.060 ,0.007 ,10.550 ,10.300 ,,,5.520 ,2.050 ,13.760 ,5.820 ,,
1985/11/14,11:25,0.59 ,4.42,0.030 ,0.010 ,11.850 ,12.900 ,,,6.130 ,2.420 ,14.520 ,5.910 ,,
1985/11/19,12:10,6.10 ,11.08,0.050 ,0.017 ,10.200 ,17.600 ,,,3.910 ,2.310 ,17.010 ,7.810 ,,
1985/11/21,14:30,2.74 ,10.28,0.020 ,0.014 ,10.050 ,16.500 ,,,4.210 ,2.090 ,16.010 ,7.310 ,,
1985/11/25,15:00,4.08 ,10.83,,,9.550 ,16.700 ,,,,,,,,
1985/11/29,10:20,15.58 ,11.15,,,9.400 ,17.800 ,,,3.230 ,2.030 ,15.250 ,7.490 ,,
1985/12/04,11:10,7.03 ,10.63,,,8.900 ,17.100 ,,,3.390 ,1.820 ,14.480 ,7.330 ,,
1985/12/10,11:25,2.14 ,7.83,,0.014 ,8.350 ,14.700 ,,,3.850 ,1.710 ,12.790 ,6.030 ,,
1985/12/19,10:20,2.74 ,8.98,,0.008 ,7.850 ,16.000 ,,,4.250 ,1.800 ,14.710 ,7.320 ,,
1985/12/24,09:50,1.87 ,7.60,,0.011 ,8.300 ,14.100 ,,,3.650 ,1.560 ,11.670 ,5.840 ,,
1985/12/31,13:35,1.18 ,6.45,,0.009 ,7.700 ,12.100 ,,,,,,,,
1986/01/07,10:40,0.86 ,6.34,,0.004 ,8.800 ,12.800 ,,,4.570 ,1.480 ,12.500 ,5.720 ,,
1986/01/14,11:15,0.67 ,6.30,,0.013 ,8.500 ,12.500 ,,,4.220 ,1.370 ,10.880 ,5.230 ,,
1986/01/22,09:10,5.15 ,8.98,,0.007 ,11.900 ,18.000 ,,,4.630 ,1.970 ,14.390 ,6.830 ,,
1986/01/28,10:45,3.45 ,6.53,,0.009 ,13.600 ,15.700 ,,,5.660 ,1.700 ,12.550 ,5.830 ,,
1986/02/04,10:15,2.68 ,5.31,0.100 ,0.017 ,12.000 ,14.100 ,,,,,,,,
1986/02/10,13:25,4.68 ,7.01,,0.011 ,10.300 ,15.900 ,,,4.130 ,1.560 ,11.460 ,5.470 ,,
1986/02/20,13:30,33.45 ,7.54,,0.018 ,9.000 ,18.500 ,,,3.450 ,1.980 ,12.390 ,5.740 ,,
1986/02/25,14:40,10.01 ,6.71,,0.010 ,8.500 ,16.100 ,,,3.220 ,1.600 ,10.740 ,5.270 ,,
1986/03/05,13:40,3.83 ,5.33,0.050 ,0.012 ,8.600 ,13.500 ,,,3.560 ,1.470 ,9.590 ,4.690 ,,
1986/03/12,11:10,9.13 ,7.16,,0.013 ,7.800 ,15.300 ,,,3.000 ,1.510 ,10.570 ,5.550 ,,
1986/03/18,14:20,10.63 ,5.97,,0.014 ,7.200 ,15.300 ,,,2.740 ,1.660 ,10.170 ,4.820 ,,
1986/03/25,11:40,3.37 ,4.68,0.010 ,0.009 ,8.000 ,12.200 ,,,3.240 ,1.380 ,8.670 ,4.250 ,,
1986/04/01,11:00,1.92 ,4.65,0.010 ,0.010 ,7.400 ,11.900 ,,,3.270 ,1.320 ,9.060 ,4.330 ,,
1986/04/08,10:40,1.71 ,2.09,0.020 ,0.011 ,8.600 ,12.100 ,,,3.830 ,1.340 ,9.480 ,4.360 ,,
1986/04/14,12:00,1.14 ,2.09,,0.008 ,7.600 ,11.200 ,,,3.460 ,1.200 ,8.750 ,4.020 ,,
1986/04/17,13:35,54.14 ,5.98,0.270 ,0.041 ,6.300 ,19.200 ,,,2.550 ,2.090 ,11.680 ,4.850 ,,
1986/04/18,09:00,34.73 ,7.13,0.120 ,0.026 ,7.100 ,19.500 ,,,2.640 ,1.800 ,11.960 ,5.590 ,,
1986/04/23,11:35,9.13 ,5.50,0.020 ,0.014 ,7.600 ,16.100 ,,,3.250 ,1.470 ,10.130 ,4.730 ,,
1986/04/29,10:20,3.91 ,5.33,0.010 ,0.015 ,7.200 ,30.200 ,,,3.090 ,1.360 ,9.470 ,4.560 ,,
1986/05/06,09:20,2.08 ,4.74,0.010 ,0.010 ,7.100 ,11.800 ,,,3.290 ,1.280 ,8.730 ,4.260 ,,
1986/05/13,09:50,1.26 ,4.55,0.020 ,0.009 ,6.700 ,10.800 ,,,3.100 ,1.160 ,8.500 ,4.100 ,,
1986/05/19,10:00,1.03 ,4.15,0.010 ,0.014 ,6.900 ,10.600 ,,,3.320 ,1.310 ,9.390 ,4.260 ,,
1986/05/21,07:30,24.77 ,14.30,0.180 ,0.044 ,9.400 ,20.000 ,,,3.020 ,2.670 ,19.880 ,8.100 ,,
1986/05/27,09:20,3.30 ,6.21,0.010 ,0.006 ,7.100 ,12.300 ,,,2.910 ,1.220 ,10.090 ,4.760 ,,
1986/06/02,11:25,1.62 ,5.36,0.010 ,0.008 ,7.200 ,11.100 ,,,3.170 ,1.280 ,9.800 ,4.500 ,,
1986/06/10,09:50,1.14 ,6.03,,0.018 ,7.900 ,11.800 ,,,3.870 ,1.520 ,12.450 ,5.430 ,,
1986/06/16,10:35,1.10 ,5.64,,0.027 ,9.100 ,12.100 ,,,4.340 ,1.700 ,12.930 ,5.460 ,,
1986/06/23,10:50,0.73 ,5.26,0.010 ,0.023 ,9.200 ,11.000 ,,,4.720 ,1.600 ,12.650 ,5.350 ,,
1986/06/30,12:15,0.52 ,4.65,0.010 ,0.017 ,7.900 ,10.000 ,,,4.040 ,1.350 ,11.610 ,4.840 ,,
1986/07/07,10:10,0.40 ,3.61,0.010 ,0.017 ,7.400 ,9.000 ,,,4.120 ,1.390 ,12.030 ,4.790 ,,
1986/07/14,09:20,0.47 ,8.80,,0.024 ,3.500 ,9.800 ,,,4.680 ,1.620 ,13.090 ,4.900 ,,
1986/07/23,10:50,0.52 ,3.65,,0.019 ,11.200 ,11.000 ,,,5.990 ,1.850 ,13.780 ,5.180 ,,
1986/07/29,10:40,3.99 ,9.49,,0.021 ,9.300 ,17.600 ,,,3.760 ,2.110 ,15.400 ,6.670 ,,
1986/08/04,09:00,4.59 ,8.99,,,9.200 ,16.800 ,,,3.850 ,2.000 ,15.880 ,7.070 ,,
1986/08/08,11:00,11.93 ,8.00,,0.023 ,7.700 ,17.600 ,,,3.200 ,2.170 ,14.750 ,6.360 ,,
1986/08/12,09:50,3.01 ,6.87,,0.012 ,7.700 ,13.800 ,,,3.360 ,1.730 ,13.800 ,5.850 ,,
1986/08/21,07:20,1.26 ,5.60,0.200 ,0.011 ,8.000 ,12.000 ,,,,,,,,
1986/08/29,09:00,1.81 ,7.40,1.000 ,0.015 ,8.700 ,13.900 ,,,3.850 ,1.580 ,14.630 ,6.190 ,,
1986/09/04,10:35,1.06 ,6.41,0.030 ,0.014 ,8.100 ,12.300 ,,,4.250 ,1.660 ,14.180 ,5.930 ,,
1986/09/09,10:55,0.86 ,5.90,,0.012 ,10.400 ,11.700 ,,,5.320 ,1.650 ,15.250 ,5.840 ,,
1986/09/16,09:25,0.70 ,5.42,0.040 ,0.016 ,9.070 ,11.700 ,,,4.820 ,1.900 ,15.500 ,5.740 ,,
1986/09/23,09:35,0.64 ,5.10,,0.015 ,8.800 ,11.000 ,,,5.170 ,1.830 ,15.610 ,5.590 ,,
1986/09/30,09:30,3.60 ,8.90,,0.008 ,8.800 ,16.300 ,,,3.990 ,2.070 ,15.890 ,6.980 ,,
1986/11/10,11:35,7.27 ,9.80,0.010 ,0.017 ,8.500 ,17.500 ,,,,,,,,
1986/11/18,11:40,2.43 ,7.70,,0.013 ,7.900 ,14.700 ,,,,,,,,
1986/11/24,13:55,7.78 ,7.40,0.010 ,0.018 ,7.100 ,16.100 ,,,,,,,,
1986/12/04,10:10,14.05 ,8.00,0.010 ,0.012 ,7.000 ,17.400 ,,,3.050 ,1.650 ,12.330 ,6.150 ,,
1986/12/10,11:45,4.86 ,5.50,0.020 ,0.008 ,6.700 ,15.200 ,,,,,,,,
1986/12/15,12:05,3.30 ,6.39,0.010 ,0.007 ,8.680 ,14.000 ,,,,,,,,
1986/12/22,10:55,4.50 ,7.26,0.040 ,0.006 ,7.740 ,15.400 ,,,,,,,,
1986/12/30,11:30,5.44 ,6.30,0.010 ,0.007 ,6.800 ,14.600 ,,,,,,,,
1987/01/07,11:35,2.55 ,5.80,0.010 ,0.009 ,7.300 ,12.800 ,,,,,,,,
1987/01/14,10:20,2.02 ,5.30,0.020 ,0.012 ,10.700 ,13.600 ,,,,,,,,
1987/01/20,11:50,4.86 ,6.00,0.020 ,0.006 ,12.000 ,15.000 ,,,,,,,,
1987/01/27,12:00,2.88 ,5.20,0.020 ,0.015 ,7.900 ,13.400 ,,,,,,,,
1987/02/02,12:35,2.19 ,5.20,,0.009 ,8.200 ,12.800 ,,,,,,,,
1987/02/10,11:45,2.62 ,5.20,,0.011 ,9.300 ,13.700 ,,,,,,,,
1987/02/17,11:45,1.87 ,4.80,,0.007 ,8.500 ,12.300 ,,,,,,,,
1987/02/24,11:55,1.76 ,5.00,,0.008 ,19.200 ,13.200 ,,,,,,,,
1987/03/04,11:45,14.05 ,7.40,,0.010 ,8.500 ,17.100 ,,,,,,,,
1987/03/10,14:00,6.79 ,5.60,,0.005 ,6.900 ,13.600 ,,,2.910 ,1.230 ,8.830 ,4.650 ,,
1987/03/17,11:40,2.49 ,4.90,,0.005 ,7.100 ,11.700 ,,,3.350 ,1.120 ,8.440 ,4.250 ,,
1987/03/24,12:10,1.57 ,4.60,,0.006 ,7.000 ,11.500 ,,,3.460 ,1.150 ,8.710 ,4.200 ,,
1987/03/30,14:35,1.34 ,4.40,,0.006 ,7.900 ,11.400 ,,,3.650 ,1.210 ,9.370 ,4.100 ,,
1987/04/06,10:50,33.45 ,5.40,,0.040 ,7.000 ,16.400 ,,,3.130 ,2.000 ,12.200 ,4.810 ,,
1987/04/10,10:55,8.85 ,5.70,,0.010 ,7.000 ,14.600 ,,,3.000 ,1.420 ,10.110 ,4.780 ,,
1987/04/14,10:40,4.86 ,4.70,,0.010 ,7.600 ,13.100 ,,,3.440 ,1.350 ,9.540 ,4.270 ,,
1987/04/20,09:50,3.15 ,4.20,,0.010 ,6.800 ,12.200 ,,,3.280 ,1.290 ,9.220 ,4.040 ,,
1987/04/27,08:35,2.31 ,4.00,,0.008 ,7.300 ,12.000 ,,,3.640 ,1.180 ,9.600 ,4.170 ,,
1987/05/03,21:10,4.59 ,3.30,,0.010 ,8.700 ,14.100 ,,,5.090 ,1.900 ,12.300 ,4.400 ,,
1987/05/14,07:40,1.66 ,3.50,,0.005 ,6.000 ,10.800 ,,,3.280 ,1.020 ,8.960 ,3.860 ,,
1987/05/18,12:50,1.30 ,3.60,,0.013 ,6.400 ,10.700 ,,,3.470 ,1.170 ,9.040 ,3.710 ,,
1987/05/26,13:00,1.10 ,4.00,,0.015 ,7.400 ,11.000 ,,,3.990 ,1.190 ,10.800 ,4.220 ,,
1987/06/01,09:10,0.92 ,3.90,,0.013 ,6.800 ,10.100 ,,,3.970 ,1.170 ,11.700 ,4.410 ,,
1987/06/10,11:00,0.64 ,3.70,,0.016 ,7.500 ,10.100 ,,,4.240 ,1.300 ,12.200 ,4.470 ,,
1987/06/11,14:53,0.57 ,4.67,,,7.400 ,,,,3.410 ,1.770 ,8.970 ,4.210 ,,
1987/06/19,13:30,0.47 ,2.80,0.020 ,0.007 ,7.900 ,9.300 ,,,4.710 ,1.460 ,12.900 ,4.450 ,,
1987/06/24,09:55,0.57 ,3.50,,0.018 ,11.500 ,10.300 ,,,6.230 ,1.760 ,14.700 ,4.890 ,,
1987/06/30,10:40,0.36 ,2.70,,0.017 ,8.100 ,8.800 ,,,4.870 ,1.450 ,13.400 ,4.300 ,,
1987/07/07,10:40,0.40 ,2.50,0.005 ,0.014 ,8.800 ,9.100 ,,,5.220 ,1.580 ,14.800 ,4.670 ,,
1987/07/14,10:30,0.47 ,2.80,,0.014 ,9.400 ,9.800 ,,,5.520 ,1.750 ,15.700 ,4.960 ,,
1987/07/21,10:20,0.33 ,3.00,,0.015 ,1.000 ,16.500 ,,,4.880 ,1.550 ,15.200 ,4.570 ,,
1987/07/28,13:00,0.29 ,1.60,,0.022 ,7.300 ,7.800 ,,,4.800 ,1.550 ,14.900 ,4.390 ,,
1987/08/04,10:30,0.26 ,1.40,,0.014 ,7.400 ,7.200 ,,,,,,,,
1987/08/14,14:00,0.17 ,1.00,0.030 ,0.018 ,7.300 ,6.700 ,,,,,,,,
1987/08/21,10:40,0.11 ,0.60,,0.006 ,6.300 ,6.400 ,,,4.970 ,1.680 ,17.200 ,4.810 ,,
1987/08/26,10:00,0.14 ,,,0.008 ,6.600 ,6.800 ,,,5.120 ,1.550 ,16.200 ,4.590 ,,
1987/09/02,13:20,0.21 ,1.40,0.010 ,0.014 ,12.100 ,12.900 ,,,7.360 ,2.060 ,18.500 ,5.340 ,,
1987/09/10,12:40,0.57 ,4.00,,0.011 ,16.400 ,17.100 ,,,9.080 ,2.680 ,19.100 ,5.920 ,,
1987/09/14,07:30,23.73 ,11.20,,0.035 ,9.900 ,21.200 ,,,3.830 ,2.880 ,18.700 ,7.340 ,,
1987/09/21,12:30,7.27 ,9.30,0.010 ,0.014 ,9.200 ,18.400 ,,,3.900 ,2.120 ,15.900 ,6.780 ,,
1987/09/29,13:25,1.26 ,7.00,0.010 ,0.005 ,9.100 ,14.600 ,,,4.550 ,1.890 ,13.900 ,5.560 ,,
