"TM","FlOW","NO3N","NH4N","ORTHO","CL","SO4S","SIO2","HCO3","NA.","K","CA","MG","TKN","S"
1983-11-18,5.24,13.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-11-21,7.78,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-11-23,4.86,12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-12-02,4.96,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-12-05,10.94,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-12-07,21.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-12-09,8.58,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-12-12,4.96,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-12-14,72.82,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-12-16,13.68,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-12-19,7.03,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-12-21,4.16,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-12-23,7.03,6.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-12-28,3.15,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-12-30,3.3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1984-01-03,2.02,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1984-01-06,1.92,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1984-01-09,1.76,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1984-01-11,1.48,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1984-01-13,1.06,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1984-01-16,0.99,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1984-01-18,0.92,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1984-01-20,0.73,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1984-01-23,0.59,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1984-01-25,4.08,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1984-01-27,2.37,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1984-01-30,1.71,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1984-02-01,2.08,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1984-02-03,2.68,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1984-02-06,2.37,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1984-02-08,2.19,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1984-02-10,2.43,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1984-02-13,4.96,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1984-02-15,55.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1984-02-17,16.38,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1984-02-21,10.63,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1984-02-24,18.5,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1984-02-27,9.13,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1984-02-29,10.01,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1984-03-02,7.27,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1984-03-05,4.42,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1984-03-07,3.75,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1984-03-09,2.88,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1984-03-12,3.01,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1984-03-14,2.14,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1984-03-16,4.42,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1984-03-19,4.33,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1984-03-21,9.72,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1984-03-23,9.42,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1984-03-28,4.25,5.42,NA,NA,8.1,NA,NA,NA,3.13,NA,NA,NA,NA,NA
1984-03-30,9.42,6.6,NA,NA,8.2,NA,NA,NA,3.27,NA,NA,NA,NA,NA
1984-04-04,22.72,6.27,NA,NA,6.75,NA,NA,NA,2.37,NA,NA,NA,NA,NA
1984-04-05,50.81,5.5,NA,NA,5.65,NA,NA,NA,2.3,NA,NA,NA,NA,NA
1984-04-06,63.99,6.3,NA,NA,6,NA,NA,NA,1.64,NA,NA,NA,NA,NA
1984-04-09,11.27,5.3,NA,NA,7.1,NA,NA,NA,2.87,NA,NA,NA,NA,NA
1984-04-11,7.52,4.9,NA,0.016,7.05,NA,NA,NA,2.62,NA,NA,NA,NA,NA
1984-04-13,4.96,4.5,NA,NA,7.3,NA,NA,NA,2.72,NA,NA,NA,NA,NA
1984-04-16,7.52,4.3,NA,NA,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
1984-04-18,7.03,5.1,NA,0.016,NA,NA,NA,NA,2.64,NA,NA,NA,NA,NA
1984-04-18,7.03,4.92,0.01,NA,7.1,16.3,NA,NA,3.14,1.32,9.32,4.55,NA,NA
1984-04-20,5.15,5,NA,NA,6.45,NA,NA,NA,2.84,NA,NA,NA,NA,NA
1984-04-23,4.33,4.9,NA,NA,6,NA,NA,NA,2.68,NA,NA,NA,NA,NA
1984-04-25,4.59,4.56,0.02,0.01,NA,17.2,NA,NA,2.94,1.36,9.59,4.37,NA,NA
1984-04-27,3.91,7.76,NA,NA,6.65,NA,NA,NA,2.54,NA,NA,NA,NA,NA
1984-04-30,4.68,7.7,NA,NA,6.35,NA,NA,NA,2.45,NA,NA,NA,NA,NA
1984-05-02,3.75,4.4,0.02,0.006,6.05,14.2,NA,NA,2.75,1.16,8.87,4.28,NA,NA
1984-05-02,3.75,8,NA,NA,6.3,NA,NA,NA,2.41,NA,NA,NA,NA,NA
1984-05-04,8.04,4.25,NA,0.002,7.05,NA,NA,NA,2.96,NA,NA,NA,NA,NA
1984-05-07,5.15,5.2,NA,NA,6.25,NA,NA,NA,2.64,NA,NA,NA,NA,NA
1984-05-09,5.15,4.43,0.01,0.01,NA,17.2,NA,NA,2.94,1.29,9.89,4.47,NA,NA
1984-05-09,5.44,4.7,0.04,NA,6.65,NA,NA,NA,2.74,NA,NA,NA,NA,NA
1984-05-11,4.33,4.55,0.02,NA,6.05,NA,NA,NA,2.66,NA,NA,NA,NA,NA
1984-05-14,3.99,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1984-05-16,3.01,3.93,NA,NA,6.2,NA,NA,NA,2.65,NA,NA,NA,NA,NA
1984-05-18,2.49,4.07,NA,NA,6.3,NA,NA,NA,2.73,NA,NA,NA,NA,NA
1984-05-21,3.45,4,0.02,NA,6.8,NA,NA,NA,3.03,1.34,10.22,4.2,NA,NA
1984-05-25,2.49,5.15,NA,NA,5.85,NA,NA,NA,2.72,1.26,9.57,5.07,NA,NA
1984-05-29,49.19,8.85,0.36,0.03,6.3,NA,NA,NA,2.19,3.12,17.1,6.27,NA,NA
1984-05-30,52.46,8.3,NA,NA,6.7,NA,NA,NA,2.3,2.29,14.48,6.17,NA,NA
1984-06-01,14.8,6.8,NA,0.005,6.65,NA,NA,NA,2.45,NA,NA,NA,NA,NA
1984-06-04,5.44,5.56,NA,NA,6.6,NA,NA,NA,2.75,1.47,9.36,4.66,NA,NA
1984-06-06,3.68,5.23,NA,NA,6.75,NA,NA,NA,2.79,1.42,8.78,4.27,NA,NA
1984-06-08,2.68,4.77,NA,NA,6.8,NA,NA,NA,2.92,1.53,8.74,4.26,NA,NA
1984-06-13,1.48,4.67,NA,NA,6.8,NA,NA,NA,3.18,1.52,9.28,4.2,NA,NA
1984-06-13,1.52,4.6,0.03,NA,6.55,12.3,NA,NA,6.94,1.35,9,4.1,NA,NA
1984-06-13,1.66,4.4,0.04,NA,NA,12.1,NA,NA,8.28,1.48,9.38,4.26,NA,NA
1984-06-15,1.34,4.6,0.02,0.023,7.2,NA,NA,NA,4.46,1.59,9.93,4.46,NA,NA
1984-06-18,37.38,13,NA,0.03,7.5,21.1,NA,NA,3.64,4.57,24.78,8.71,NA,NA
1984-06-20,10.01,10.94,NA,NA,8.55,NA,NA,NA,3.19,4.04,31.12,NA,NA,NA
1984-06-20,10.01,10.65,NA,0.01,8.55,18.9,NA,NA,4.47,1.99,15.06,7.32,NA,NA
1984-06-22,3.99,8.9,NA,NA,7.95,NA,NA,NA,3.21,1.83,13.29,6.38,NA,NA
1984-06-25,20.78,9.32,0.04,0.01,7.5,19.8,NA,NA,2.69,4.4,29.36,NA,NA,NA
1984-06-27,7.52,7.82,0.16,NA,7.2,NA,NA,NA,2.78,3.57,26.16,NA,NA,NA
1984-06-29,4.16,7.08,NA,NA,6.95,NA,NA,NA,2.8,1.52,11.11,5.34,NA,NA
1984-07-02,8.58,8.3,NA,NA,7.45,NA,NA,NA,2.92,1.85,12.53,6.05,NA,NA
1984-07-05,3.83,4.3,0.38,0.03,7.2,16,NA,NA,2.99,1.71,13.38,6.23,NA,NA
1984-07-06,3.37,6.5,NA,NA,7.4,NA,NA,NA,3.06,1.63,11.86,5.56,NA,NA
1984-07-09,2.19,6.1,NA,NA,7.15,NA,NA,NA,3.17,1.6,12.28,5.78,NA,NA
1984-07-11,2.02,5.8,NA,NA,7.15,NA,NA,NA,3.78,1.74,12.19,5.59,NA,NA
1984-07-13,1.57,5.7,NA,0.005,7.35,NA,NA,NA,4.9,1.55,11.2,5.1,NA,NA
1984-07-16,1.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1984-07-18,1.62,5,NA,NA,7.7,NA,NA,NA,4.65,2.09,12.99,5.46,NA,NA
1984-07-20,0.92,2.4,NA,NA,7.6,NA,NA,NA,3.63,1.59,12.17,5.29,NA,NA
1984-07-23,0.86,4.4,NA,NA,6.95,NA,NA,NA,3.51,1.54,12.62,5.33,NA,NA
1984-07-25,0.64,3.1,NA,NA,7.05,NA,NA,NA,3.4,1.53,10.99,4.65,NA,NA
1984-07-27,2.02,3.2,NA,0.005,8.9,NA,NA,NA,4.14,2.84,13.49,5.13,NA,NA
1984-07-30,0.76,4.3,0.05,NA,7.3,NA,NA,NA,3.85,1.71,11.69,4.77,NA,NA
1984-08-01,0.67,4.8,NA,NA,7.4,NA,NA,NA,3.79,1.82,11.59,4.69,NA,NA
1984-08-01,0.7,4.5,0.06,0.015,NA,12.2,NA,NA,3.87,1.56,12.36,4.86,NA,NA
1984-08-03,0.7,4.8,NA,NA,7.3,NA,NA,NA,3.8,1.97,14.61,5.9,NA,NA
1984-08-06,0.59,3.9,0.03,NA,7.4,NA,NA,NA,3.84,1.76,11.46,4.61,NA,NA
1984-08-08,0.54,3.4,NA,NA,6.9,8.9,NA,NA,3.64,1.74,11.67,4.77,NA,NA
1984-08-10,0.62,3.5,NA,NA,6.95,NA,NA,NA,3.7,2.59,17.74,7.15,NA,NA
1984-08-10,0.59,3.8,NA,NA,8.65,NA,NA,NA,4.25,2.74,18.59,7.5,NA,NA
1984-08-13,0.82,4.8,NA,NA,8.5,NA,NA,NA,4.24,2.12,14.22,5.67,NA,NA
1984-08-15,0.62,4.1,0.01,NA,7.9,NA,NA,NA,4.04,1.95,12.87,5.13,NA,NA
1984-08-22,0.45,2.6,NA,NA,7,NA,NA,NA,4.02,1.84,12.71,5,NA,NA
1984-08-24,0.57,3.8,NA,0.005,9,NA,NA,NA,4.82,2.48,15.14,5.84,NA,NA
1984-08-27,0.45,3.52,NA,NA,7.4,NA,NA,NA,4.16,1.83,12.8,4.99,NA,NA
1984-08-29,0.49,2.15,NA,NA,7.6,NA,NA,NA,4.19,2.44,15.62,5.98,NA,NA
1984-08-31,0.57,3.1,NA,NA,8.2,NA,NA,NA,4.95,2.49,15.3,5.92,NA,NA
1984-09-19,0.24,2.6,NA,NA,6.4,NA,NA,NA,4.23,1.64,11.91,4.56,NA,NA
1984-09-21,0.23,2.39,NA,0.005,NA,6.1,NA,NA,4.4,1.61,11.02,4.18,NA,NA
1984-09-24,0.23,1.96,NA,NA,5.8,NA,NA,NA,4.39,1.56,10.63,4.14,NA,NA
1984-09-26,0.23,1.78,NA,NA,5.75,NA,NA,NA,4.43,1.97,11.69,4.37,NA,NA
1984-09-28,0.27,2.06,NA,NA,6.65,NA,NA,NA,4.28,2.11,4.31,11.06,NA,NA
1984-10-09,0.29,2.14,NA,NA,6.5,NA,NA,NA,4.52,NA,NA,NA,NA,NA
1984-10-29,0.36,1.77,NA,NA,7.95,11.5,NA,NA,5.08,2.4,15.3,NA,NA,NA
1984-10-31,0.29,2.25,0.01,NA,7.85,11,NA,NA,5.1,2.14,11.2,NA,NA,NA
1984-11-05,1.62,3.64,NA,0.065,11.75,24.8,NA,NA,6.38,4.27,17.6,NA,NA,NA
1984-11-08,0.42,4.25,NA,0.005,8.4,14.4,NA,NA,5.1,1.89,13.8,4.97,NA,NA
1984-11-13,0.42,3.68,NA,0.005,8.8,15.7,NA,NA,5.5,1.91,13.5,NA,NA,NA
1984-11-15,0.36,4.2,NA,0.005,7.7,NA,NA,NA,4.65,1.62,12.6,NA,NA,NA
1984-11-23,0.27,4.1,0.02,0.01,7.15,12.1,NA,NA,5.15,1.56,13.5,NA,NA,NA
1984-11-30,15.58,10.8,0.02,0.025,9.2,25.6,NA,NA,3.4,2.44,17.9,NA,NA,NA
1984-12-12,2.55,8.4,0.02,0.01,9.5,19.9,NA,NA,4.35,1.81,14.7,NA,NA,NA
1984-12-19,2.14,7.7,0.01,0.01,8.2,18.3,NA,NA,3.93,1.53,13.8,5.8,NA,NA
1984-12-26,3.45,8.6,0.02,0.005,8.15,19,NA,NA,3.55,1.54,13.2,6,NA,NA
1984-12-26,3.45,8.33,NA,NA,8.55,NA,NA,NA,3.59,1.54,12.6,5.9,NA,NA
1985-01-02,2.68,7.2,0.02,0.01,9.4,18.4,NA,NA,3.99,1.51,11.8,5.5,NA,NA
1985-01-02,2.62,8.03,NA,NA,8.4,NA,NA,NA,3.96,1.63,11.9,5.5,NA,NA
1985-01-07,2.02,6.7,NA,NA,7.65,NA,NA,NA,3.73,1.32,11.8,5.3,NA,NA
1985-02-14,11.59,6.93,NA,0.018,8.05,20.2,NA,NA,3.45,1.85,12,5.35,NA,NA
1985-02-21,3.15,4.95,NA,0.012,8.2,16,NA,NA,3.73,1.47,9.2,4.52,NA,NA
1985-02-27,4.25,5.44,NA,0.012,7.6,16.4,NA,NA,3.15,1.48,10,4.7,NA,NA
1985-03-06,1.92,4.6,NA,0.007,7.25,13.9,NA,NA,3.48,1.21,9.2,4.24,NA,NA
1985-03-13,1.76,4.57,NA,0.008,9.75,15.3,NA,NA,4.63,1.45,10.4,4.64,NA,NA
1985-03-20,1.26,4.49,0.07,NA,6.95,13.2,NA,NA,3.69,1.13,9.4,4.18,NA,NA
1985-03-27,1.76,4.85,NA,0.009,9.5,17,NA,NA,4.35,1.44,10.7,4.49,NA,NA
1985-04-01,7.03,5.36,0.27,NA,9.75,20.3,NA,NA,4.18,1.71,12.4,5.09,NA,NA
1985-04-05,4.33,5.38,NA,0.008,7.5,16.6,NA,NA,3.43,1.33,10.3,4.46,NA,NA
1985-04-10,3.75,4.95,NA,NA,7.1,16.1,NA,NA,3.45,NA,9.9,NA,NA,NA
1985-04-12,3.3,4.9,NA,0.005,7.05,15.4,NA,NA,3.35,1.1,9.5,4.35,NA,NA
1985-04-16,2.68,4.46,0.06,0.011,6.6,14.4,NA,NA,3.2,NA,9.5,NA,NA,NA
1985-04-19,2.37,4.07,0.05,0.009,7,14.1,NA,NA,3.33,NA,9.3,NA,NA,NA
1985-04-23,1.76,3.6,0.07,0.008,6.55,12.2,NA,NA,3.23,NA,9.5,NA,NA,NA
1985-04-26,1.62,3.6,0.03,0.008,6.75,13.1,NA,NA,3.3,NA,9.2,NA,NA,NA
1985-04-30,1.43,3.52,0.05,0.002,6.45,11.8,NA,NA,3.25,NA,9.3,NA,NA,NA
1985-05-03,19.85,9.64,0.24,0.022,9.1,30.4,NA,NA,3.45,NA,21.2,NA,NA,NA
1985-05-08,4.16,5.68,NA,0.008,6.85,14.6,NA,NA,NA,NA,9.5,NA,NA,NA
1985-05-10,3.01,5.01,NA,0.007,6.85,14.3,NA,NA,3.3,NA,9.1,NA,NA,NA
1985-05-14,2.08,4.81,NA,0.005,6.9,12.3,NA,NA,3.15,NA,8.8,NA,NA,NA
1985-05-17,2.14,4.54,NA,0.019,8.85,14.1,NA,NA,3.9,NA,10.2,NA,NA,NA
1985-05-21,2.81,7.27,NA,NA,8,15.6,NA,NA,3.6,NA,11.9,NA,NA,NA
1985-05-24,2.02,6.4,NA,0.005,8.25,14.5,NA,NA,3.65,1.32,11.2,5.64,NA,NA
1985-05-28,1.39,5.84,NA,NA,7.85,12.5,NA,NA,3.83,1.43,10.6,5.05,NA,NA
1985-05-31,1.18,5.14,0.01,0.007,7.8,11.4,NA,NA,3.5,1.43,11.2,5.03,NA,NA
1985-06-04,2.43,9.49,NA,0.021,10.5,17.7,NA,NA,4.7,1.98,16,6.57,NA,NA
1985-06-07,3.3,11.29,0.07,0.011,9.35,20.2,NA,NA,4.3,1.82,14.4,7.4,NA,NA
1985-06-11,1.52,7.86,0.11,0.012,8.8,16.8,NA,NA,4.38,1.49,12.8,1.96,NA,NA
1985-06-14,1.1,6.99,0.04,0.009,8.35,15.3,NA,NA,4.15,1.32,11.8,5.68,NA,NA
1985-06-18,8.58,11.54,NA,0.003,8.85,20.7,NA,NA,3.75,2.02,15.4,7.04,NA,NA
1985-06-21,3.08,9.07,0.07,0.007,8.8,13.6,NA,NA,4,1.58,13.3,6.41,NA,NA
1985-06-25,1.62,7.28,NA,0.004,8.2,15.2,NA,NA,3.93,1.63,12,5.67,NA,NA
1985-06-28,1.26,6.91,NA,NA,8,16.6,NA,NA,4.43,1.46,12.75,5.93,NA,NA
1985-07-02,1.14,6.01,0.03,0.005,9.25,14.1,NA,NA,5.41,1.66,13.37,6.03,NA,NA
1985-07-05,0.92,5.73,0.01,0.005,8.05,15.6,NA,NA,4.81,1.53,12.79,5.71,NA,NA
1985-07-09,1.03,5.41,0.03,0.008,10.05,13.9,NA,NA,5.82,1.76,13.97,5.79,NA,NA
1985-07-12,0.67,5.21,0.04,0.002,8.7,13.1,NA,NA,5.17,1.57,13.51,5.57,NA,NA
1985-07-16,0.67,4.94,0.03,0.005,9.8,10.6,NA,NA,6,1.94,14.7,5.83,NA,NA
1985-07-19,0.54,3.6,0.09,0.008,8.3,9.5,NA,NA,4.94,1.53,9.52,4.93,NA,NA
1985-07-23,0.54,3.51,0.09,0.015,10.05,12.7,NA,NA,5.85,2.09,14.57,5.56,NA,NA
1985-07-25,0.42,3.26,0.06,0.019,8.65,11.2,NA,NA,5.08,1.69,11.99,4.71,NA,NA
1985-07-29,0.47,2.92,0.1,0.02,9.2,11,NA,NA,5.69,1.71,13.52,5.22,NA,NA
1985-08-02,2.25,7.96,0.07,0.01,11.05,19.4,NA,NA,5.15,2.12,15.95,7.01,NA,NA
1985-08-02,2.31,7.81,0.09,0.006,10.45,19.2,NA,NA,5.23,2.21,16.58,7.09,NA,NA
1985-08-06,0.89,6,0.08,0.007,9.5,15.4,NA,NA,4.99,1.7,14.31,6.11,NA,NA
1985-08-06,0.89,6.07,0.1,0.008,9.45,15.6,NA,NA,5.44,1.86,15.6,6.59,NA,NA
1985-08-09,0.89,5.13,0.11,0.009,11,15.4,NA,NA,5.97,1.91,14.56,5.87,NA,NA
1985-08-09,0.89,4.72,0.11,0.006,11.6,13.3,NA,NA,6.44,2.59,15.24,5.98,NA,NA
1985-08-13,0.62,4.64,0.13,0.009,8.75,13,NA,NA,5.41,1.5,13.16,5.46,NA,NA
1985-08-15,0.52,4.02,0.13,0.01,9.7,12.8,NA,NA,5.54,1.79,12.81,5.04,NA,NA
1985-08-20,0.59,4.19,0.12,0.011,NA,14,NA,NA,7.26,2.46,16.09,5.95,NA,NA
1985-08-23,0.4,3.66,0.11,0.017,8.75,11.5,NA,NA,5.34,1.54,14.06,5.57,NA,NA
1985-08-27,0.47,3.54,0.06,0.026,11.15,12.6,NA,NA,7.04,2.71,17.67,6.59,NA,NA
1985-08-30,0.38,3.24,0.01,0.015,9.35,10.9,NA,NA,5.18,1.66,13.4,5.1,NA,NA
1985-09-03,0.36,3.58,0.03,0.003,9.1,10.4,NA,NA,5.3,1.83,13.2,4.96,NA,NA
1985-09-06,0.31,2.61,NA,0.016,8.45,9.2,NA,NA,5.27,1.8,13.97,5.22,NA,NA
1985-09-10,4.77,4.46,0.13,0.075,10.55,24.9,NA,NA,5.5,6.72,18.15,5.4,NA,NA
1985-09-13,0.73,6.83,0.02,0.005,11.95,16.1,NA,NA,6.28,1.99,15.47,6.25,NA,NA
1985-09-17,0.49,5.53,0.02,0.006,9.05,13.7,NA,NA,5.12,1.73,13.61,5.45,NA,NA
1985-09-20,0.4,4.51,0.09,0.005,9.5,10.6,NA,NA,5.55,1.93,14.65,5.62,NA,NA
1985-09-24,0.45,3.78,0.09,0.012,9.1,7.5,NA,NA,5.07,2.48,13.56,5.16,NA,NA
1985-09-30,2.19,9.46,0.04,0.011,10.7,17.6,NA,NA,4.68,2.16,14.47,6.9,NA,NA
1985-10-04,2.08,8.97,0.1,0.005,10.3,16.9,NA,NA,4.59,2.15,15.36,6.85,NA,NA
1985-10-08,1.06,8.36,0.09,NA,10.35,13,NA,NA,4.77,1.95,15.59,7.01,NA,NA
1985-10-11,1.03,6.96,0.09,NA,10.75,12.7,NA,NA,5.15,2.73,16.47,6.86,NA,NA
1985-10-15,0.76,6.74,0.1,NA,10,11.1,NA,NA,3.8,1.52,10.52,4.64,NA,NA
1985-10-18,0.57,6.06,0.1,NA,9.4,10,NA,NA,4.96,1.87,14.22,6,NA,NA
1985-10-22,0.52,5.56,0.12,NA,9.3,9.8,NA,NA,5.15,1.83,13.92,5.97,NA,NA
1985-10-25,0.62,4.91,0.05,0.006,12.5,11.3,NA,NA,5.46,2.89,14.95,6.14,NA,NA
1985-10-29,0.42,4.83,0.04,0.004,9.3,9.6,NA,NA,5.36,1.95,14.32,6.12,NA,NA
1985-11-01,0.42,4.71,0.01,0.005,9.2,6.4,NA,NA,5.11,1.81,13.04,5.53,NA,NA
1985-11-05,0.76,4.25,0.04,0.007,11,10,NA,NA,5.11,2.87,13.21,5.43,NA,NA
1985-11-08,0.42,4.33,0.06,0.007,10.55,10.3,NA,NA,5.52,2.05,13.76,5.82,NA,NA
1985-11-14,0.59,4.42,0.03,0.01,11.85,12.9,NA,NA,6.13,2.42,14.52,5.91,NA,NA
1985-11-19,6.1,11.08,0.05,0.017,10.2,17.6,NA,NA,3.91,2.31,17.01,7.81,NA,NA
1985-11-21,2.74,10.28,0.02,0.014,10.05,16.5,NA,NA,4.21,2.09,16.01,7.31,NA,NA
1985-11-25,4.08,10.83,NA,NA,9.55,16.7,NA,NA,NA,NA,NA,NA,NA,NA
1985-11-29,15.58,11.15,NA,NA,9.4,17.8,NA,NA,3.23,2.03,15.25,7.49,NA,NA
1985-12-04,7.03,10.63,NA,NA,8.9,17.1,NA,NA,3.39,1.82,14.48,7.33,NA,NA
1985-12-10,2.14,7.83,NA,0.014,8.35,14.7,NA,NA,3.85,1.71,12.79,6.03,NA,NA
1985-12-19,2.74,8.98,NA,0.008,7.85,16,NA,NA,4.25,1.8,14.71,7.32,NA,NA
1985-12-24,1.87,7.6,NA,0.011,8.3,14.1,NA,NA,3.65,1.56,11.67,5.84,NA,NA
1985-12-31,1.18,6.45,NA,0.009,7.7,12.1,NA,NA,NA,NA,NA,NA,NA,NA
1986-01-07,0.86,6.34,NA,0.004,8.8,12.8,NA,NA,4.57,1.48,12.5,5.72,NA,NA
1986-01-14,0.67,6.3,NA,0.013,8.5,12.5,NA,NA,4.22,1.37,10.88,5.23,NA,NA
1986-01-22,5.15,8.98,NA,0.007,11.9,18,NA,NA,4.63,1.97,14.39,6.83,NA,NA
1986-01-28,3.45,6.53,NA,0.009,13.6,15.7,NA,NA,5.66,1.7,12.55,5.83,NA,NA
1986-02-04,2.68,5.31,0.1,0.017,12,14.1,NA,NA,NA,NA,NA,NA,NA,NA
1986-02-10,4.68,7.01,NA,0.011,10.3,15.9,NA,NA,4.13,1.56,11.46,5.47,NA,NA
1986-02-20,33.45,7.54,NA,0.018,9,18.5,NA,NA,3.45,1.98,12.39,5.74,NA,NA
1986-02-25,10.01,6.71,NA,0.01,8.5,16.1,NA,NA,3.22,1.6,10.74,5.27,NA,NA
1986-03-05,3.83,5.33,0.05,0.012,8.6,13.5,NA,NA,3.56,1.47,9.59,4.69,NA,NA
1986-03-12,9.13,7.16,NA,0.013,7.8,15.3,NA,NA,3,1.51,10.57,5.55,NA,NA
1986-03-18,10.63,5.97,NA,0.014,7.2,15.3,NA,NA,2.74,1.66,10.17,4.82,NA,NA
1986-03-25,3.37,4.68,0.01,0.009,8,12.2,NA,NA,3.24,1.38,8.67,4.25,NA,NA
1986-04-01,1.92,4.65,0.01,0.01,7.4,11.9,NA,NA,3.27,1.32,9.06,4.33,NA,NA
1986-04-08,1.71,2.09,0.02,0.011,8.6,12.1,NA,NA,3.83,1.34,9.48,4.36,NA,NA
1986-04-14,1.14,2.09,NA,0.008,7.6,11.2,NA,NA,3.46,1.2,8.75,4.02,NA,NA
1986-04-17,54.14,5.98,0.27,0.041,6.3,19.2,NA,NA,2.55,2.09,11.68,4.85,NA,NA
1986-04-18,34.73,7.13,0.12,0.026,7.1,19.5,NA,NA,2.64,1.8,11.96,5.59,NA,NA
1986-04-23,9.13,5.5,0.02,0.014,7.6,16.1,NA,NA,3.25,1.47,10.13,4.73,NA,NA
1986-04-29,3.91,5.33,0.01,0.015,7.2,30.2,NA,NA,3.09,1.36,9.47,4.56,NA,NA
1986-05-06,2.08,4.74,0.01,0.01,7.1,11.8,NA,NA,3.29,1.28,8.73,4.26,NA,NA
1986-05-13,1.26,4.55,0.02,0.009,6.7,10.8,NA,NA,3.1,1.16,8.5,4.1,NA,NA
1986-05-19,1.03,4.15,0.01,0.014,6.9,10.6,NA,NA,3.32,1.31,9.39,4.26,NA,NA
1986-05-21,24.77,14.3,0.18,0.044,9.4,20,NA,NA,3.02,2.67,19.88,8.1,NA,NA
1986-05-27,3.3,6.21,0.01,0.006,7.1,12.3,NA,NA,2.91,1.22,10.09,4.76,NA,NA
1986-06-02,1.62,5.36,0.01,0.008,7.2,11.1,NA,NA,3.17,1.28,9.8,4.5,NA,NA
1986-06-10,1.14,6.03,NA,0.018,7.9,11.8,NA,NA,3.87,1.52,12.45,5.43,NA,NA
